ltable_id,rtable_id,,,,
858,12652,,,,
858,12658,,,,
858,12660,,,,
858,13280,,,,
858,14569,,,,
858,14570,,,,
858,15682,,,,
858,17366,,,,
858,18689,,,,
858,18987,,,,
858,19271,,,,
858,19484,,,,
858,19552,,,,
858,19809,,,,
858,19810,,,,
858,20102,,,,
858,20315,,,,
858,20412,,,,
858,20413,,,,
858,21177,,,,
858,21555,,,,
858,22061,,,,
1256,683,,,,
1256,684,,,,
1256,685,,,,
1256,686,,,,
1256,687,,,,
1256,688,,,,
1256,689,,,,
1256,2676,,,,
1256,2681,,,,
1256,2684,,,,
1256,3349,,,,
1256,4585,,,,
1256,4586,,,,
1256,4587,,,,
1256,4588,,,,
1256,4589,,,,
1256,5747,,,,
1256,6607,,,,
1256,6609,,,,
1256,6610,,,,
1256,6611,,,,
1256,6612,,,,
1256,6613,,,,
1256,8646,,,,
1256,8648,,,,
1256,8650,,,,
1256,8653,,,,
1256,8656,,,,
1256,9700,,,,
1256,10617,,,,
1256,10622,,,,
1256,10625,,,,
1256,10628,,,,
1256,10629,,,,
1256,10632,,,,
1256,10764,,,,
1256,12193,,,,
1256,12651,,,,
1256,12652,,,,
1256,12657,,,,
1256,12658,,,,
1256,12660,,,,
1256,14569,,,,
1256,17366,,,,
1256,18689,,,,
1256,18987,,,,
1256,19203,,,,
1256,19484,,,,
1256,19549,,,,
1256,19552,,,,
1256,19809,,,,
1256,19810,,,,
1256,20102,,,,
1256,20314,,,,
1256,21177,,,,
1256,21555,,,,
1256,22061,,,,
1260,684,,,,
1260,689,,,,
1260,2228,,,,
1260,2676,,,,
1260,2678,,,,
1260,4585,,,,
1260,4586,,,,
1260,4589,,,,
1260,5747,,,,
1260,6605,,,,
1260,6610,,,,
1260,6611,,,,
1260,8649,,,,
1260,8650,,,,
1260,8651,,,,
1260,8656,,,,
1260,9266,,,,
1260,10616,,,,
1260,10617,,,,
1260,10618,,,,
1260,10631,,,,
1260,10632,,,,
1260,12651,,,,
1260,12652,,,,
1260,12653,,,,
1260,12654,,,,
1260,13280,,,,
1260,14569,,,,
1260,14570,,,,
1260,15682,,,,
1260,17366,,,,
1260,18689,,,,
1260,19271,,,,
1260,19484,,,,
1260,19552,,,,
1260,20412,,,,
1260,20413,,,,
1260,21555,,,,
1398,683,,,,
1398,684,,,,
1398,685,,,,
1398,686,,,,
1398,687,,,,
1398,688,,,,
1398,2680,,,,
1398,2681,,,,
1398,2684,,,,
1398,3338,,,,
1398,3349,,,,
1398,4587,,,,
1398,5747,,,,
1398,6607,,,,
1398,6608,,,,
1398,6609,,,,
1398,6610,,,,
1398,6611,,,,
1398,6612,,,,
1398,6613,,,,
1398,8646,,,,
1398,8648,,,,
1398,8650,,,,
1398,8653,,,,
1398,8655,,,,
1398,8656,,,,
1398,9266,,,,
1398,9700,,,,
1398,10617,,,,
1398,10622,,,,
1398,10625,,,,
1398,10628,,,,
1398,10629,,,,
1398,10631,,,,
1398,10632,,,,
1398,10764,,,,
1398,12652,,,,
1398,12657,,,,
1398,12658,,,,
1398,12660,,,,
1398,14569,,,,
1398,14570,,,,
1398,17366,,,,
1398,18689,,,,
1398,18987,,,,
1398,19203,,,,
1398,19484,,,,
1398,19549,,,,
1398,19552,,,,
1398,19809,,,,
1398,19810,,,,
1398,20102,,,,
1398,20314,,,,
1398,20315,,,,
1398,20412,,,,
1398,20413,,,,
1398,21177,,,,
1398,21555,,,,
1475,683,,,,
1475,684,,,,
1475,685,,,,
1475,686,,,,
1475,687,,,,
1475,688,,,,
1475,689,,,,
1475,2681,,,,
1475,2684,,,,
1475,3349,,,,
1475,4586,,,,
1475,4587,,,,
1475,4588,,,,
1475,4589,,,,
1475,5747,,,,
1475,6607,,,,
1475,6608,,,,
1475,6609,,,,
1475,6610,,,,
1475,6612,,,,
1475,6613,,,,
1475,8648,,,,
1475,8653,,,,
1475,9266,,,,
1475,9700,,,,
1475,10617,,,,
1475,10622,,,,
1475,10625,,,,
1475,10628,,,,
1475,10631,,,,
1475,10632,,,,
1475,12193,,,,
1475,12651,,,,
1475,12652,,,,
1475,12653,,,,
1475,12657,,,,
1475,12658,,,,
1475,12660,,,,
1475,17366,,,,
1475,18689,,,,
1475,18987,,,,
1475,19203,,,,
1475,19271,,,,
1475,19484,,,,
1475,19549,,,,
1475,19552,,,,
1475,19809,,,,
1475,19810,,,,
1475,20102,,,,
1475,20314,,,,
1475,21177,,,,
1475,21555,,,,
1475,22061,,,,
1668,689,,,,
1668,2676,,,,
1668,2678,,,,
1668,5747,,,,
1668,8648,,,,
1668,8650,,,,
1668,8653,,,,
1668,9700,,,,
1668,10617,,,,
1668,10632,,,,
1668,12651,,,,
1668,12653,,,,
1668,12657,,,,
1668,14569,,,,
1668,17366,,,,
1668,19271,,,,
1668,19484,,,,
2089,682,,,,
2089,684,,,,
2089,689,,,,
2089,2676,,,,
2089,2680,,,,
2089,4585,,,,
2089,4586,,,,
2089,4588,,,,
2089,4589,,,,
2089,5747,,,,
2089,6605,,,,
2089,6606,,,,
2089,6607,,,,
2089,6609,,,,
2089,6610,,,,
2089,6611,,,,
2089,7048,,,,
2089,8646,,,,
2089,8648,,,,
2089,8650,,,,
2089,8651,,,,
2089,8656,,,,
2089,9266,,,,
2089,10616,,,,
2089,10617,,,,
2089,10618,,,,
2089,10631,,,,
2089,10632,,,,
2089,10764,,,,
2089,12651,,,,
2089,12652,,,,
2089,12653,,,,
2089,13280,,,,
2089,14569,,,,
2089,14570,,,,
2089,15682,,,,
2089,17366,,,,
2089,18689,,,,
2089,19271,,,,
2089,19484,,,,
2089,19552,,,,
2089,20102,,,,
2089,20412,,,,
2089,20413,,,,
2089,21177,,,,
2089,21555,,,,
2119,682,,,,
2119,684,,,,
2119,689,,,,
2119,2228,,,,
2119,2676,,,,
2119,2678,,,,
2119,2680,,,,
2119,4585,,,,
2119,4586,,,,
2119,4588,,,,
2119,4589,,,,
2119,5747,,,,
2119,6605,,,,
2119,6607,,,,
2119,6609,,,,
2119,6610,,,,
2119,6611,,,,
2119,8646,,,,
2119,8650,,,,
2119,8651,,,,
2119,8656,,,,
2119,9266,,,,
2119,10616,,,,
2119,10617,,,,
2119,10631,,,,
2119,10632,,,,
2119,10764,,,,
2119,12651,,,,
2119,12652,,,,
2119,12653,,,,
2119,14569,,,,
2119,14570,,,,
2119,15682,,,,
2119,17366,,,,
2119,18689,,,,
2119,19271,,,,
2119,19484,,,,
2119,19552,,,,
2119,20102,,,,
2119,20412,,,,
2119,20413,,,,
2119,21555,,,,
2196,680,,,,
2196,681,,,,
2196,683,,,,
2196,685,,,,
2196,687,,,,
2196,688,,,,
2196,689,,,,
2196,877,,,,
2196,2676,,,,
2196,2680,,,,
2196,2684,,,,
2196,2685,,,,
2196,3338,,,,
2196,3349,,,,
2196,4586,,,,
2196,4587,,,,
2196,4588,,,,
2196,5747,,,,
2196,6606,,,,
2196,6609,,,,
2196,6612,,,,
2196,7048,,,,
2196,8648,,,,
2196,8650,,,,
2196,8652,,,,
2196,8653,,,,
2196,8654,,,,
2196,9700,,,,
2196,10617,,,,
2196,10619,,,,
2196,10620,,,,
2196,10622,,,,
2196,10625,,,,
2196,10626,,,,
2196,10629,,,,
2196,10630,,,,
2196,10631,,,,
2196,10632,,,,
2196,12651,,,,
2196,12652,,,,
2196,12654,,,,
2196,12655,,,,
2196,12656,,,,
2196,12657,,,,
2196,12658,,,,
2196,14569,,,,
2196,14570,,,,
2196,15617,,,,
2196,15682,,,,
2196,18688,,,,
2196,18689,,,,
2196,18987,,,,
2196,19203,,,,
2196,19551,,,,
2196,19552,,,,
2196,19809,,,,
2196,20314,,,,
2196,20315,,,,
2196,20411,,,,
2196,20749,,,,
2196,21555,,,,
2196,22061,,,,
43,45,,,,
43,10448,,,,
43,17876,,,,
43,18641,,,,
288,10448,,,,
288,18641,,,,
294,480,,,,
294,496,,,,
294,1564,,,,
294,3256,,,,
294,4356,,,,
294,4932,,,,
294,5402,,,,
294,9120,,,,
294,9320,,,,
294,12438,,,,
294,16063,,,,
294,16929,,,,
294,17876,,,,
294,18638,,,,
294,18641,,,,
294,18698,,,,
294,18932,,,,
294,19495,,,,
294,19763,,,,
294,20052,,,,
294,20055,,,,
294,21161,,,,
294,21538,,,,
317,44,,,,
317,496,,,,
317,1082,,,,
317,5402,,,,
317,9120,,,,
317,11541,,,,
317,11994,,,,
317,15303,,,,
317,16929,,,,
317,18641,,,,
317,19343,,,,
438,45,,,,
438,9320,,,,
438,10448,,,,
438,17876,,,,
438,18641,,,,
539,44,,,,
539,496,,,,
539,1562,,,,
539,3215,,,,
539,3295,,,,
539,5402,,,,
539,6675,,,,
539,9120,,,,
539,9557,,,,
539,11994,,,,
539,15303,,,,
539,16929,,,,
539,17876,,,,
539,18641,,,,
539,18658,,,,
539,19343,,,,
539,19609,,,,
840,13683,,,,
878,45,,,,
878,10448,,,,
878,17876,,,,
878,18641,,,,
1022,10448,,,,
1022,12116,,,,
1022,18641,,,,
1033,10448,,,,
1033,15485,,,,
1096,10448,,,,
1096,18641,,,,
1191,45,,,,
1191,15485,,,,
1223,10448,,,,
1223,18641,,,,
1999,10448,,,,
1999,17876,,,,
1999,18641,,,,
2065,10448,,,,
2065,17876,,,,
2065,18641,,,,
2262,10448,,,,
2262,18641,,,,
2265,45,,,,
2310,105,,,,
2310,13683,,,,
2310,15485,,,,
2310,21002,,,,
2310,21930,,,,
2369,45,,,,
2369,10448,,,,
2369,15485,,,,
2369,20052,,,,
2503,10448,,,,
2503,17876,,,,
2503,19495,,,,
514,3002,,,,
514,14879,,,,
582,999,,,,
582,3003,,,,
582,3004,,,,
582,3006,,,,
582,3950,,,,
582,4917,,,,
582,4918,,,,
582,4919,,,,
582,4921,,,,
582,6150,,,,
582,6940,,,,
582,6941,,,,
582,6942,,,,
582,6943,,,,
582,6944,,,,
582,6945,,,,
582,9903,,,,
582,10915,,,,
582,10916,,,,
582,10917,,,,
582,10921,,,,
582,11861,,,,
582,12977,,,,
582,12978,,,,
582,14873,,,,
582,14877,,,,
582,14878,,,,
582,14881,,,,
582,15605,,,,
582,19589,,,,
582,19852,,,,
1155,1000,,,,
1155,20565,,,,
1302,3002,,,,
1302,3007,,,,
1302,3950,,,,
1302,6947,,,,
1302,8964,,,,
1302,10919,,,,
1302,12971,,,,
1302,12973,,,,
1302,12974,,,,
1302,14874,,,,
1302,19528,,,,
1302,19852,,,,
1302,20565,,,,
1302,21105,,,,
1615,1000,,,,
1615,3003,,,,
1615,3006,,,,
1615,3007,,,,
1615,3950,,,,
1615,4918,,,,
1615,4919,,,,
1615,4921,,,,
1615,6150,,,,
1615,6940,,,,
1615,6941,,,,
1615,6942,,,,
1615,6943,,,,
1615,6944,,,,
1615,6945,,,,
1615,6946,,,,
1615,8963,,,,
1615,8967,,,,
1615,9903,,,,
1615,10918,,,,
1615,11183,,,,
1615,11861,,,,
1615,12971,,,,
1615,12973,,,,
1615,12974,,,,
1615,12977,,,,
1615,14874,,,,
1615,14877,,,,
1615,14878,,,,
1615,14881,,,,
1615,15605,,,,
1615,19589,,,,
1615,19852,,,,
1615,20565,,,,
1615,21105,,,,
1871,6150,,,,
1871,6945,,,,
1871,6946,,,,
1871,14877,,,,
2411,1000,,,,
2411,1010,,,,
2411,3002,,,,
2411,3007,,,,
2411,6947,,,,
2411,10919,,,,
2411,12971,,,,
2411,12973,,,,
2411,14876,,,,
2411,15605,,,,
2411,15804,,,,
2411,19528,,,,
2411,21105,,,,
324,551,,,,
324,553,,,,
324,555,,,,
324,2518,,,,
324,3906,,,,
324,4424,,,,
324,4425,,,,
324,4428,,,,
324,5486,,,,
324,6460,,,,
324,6461,,,,
324,8517,,,,
324,8520,,,,
324,8521,,,,
324,8522,,,,
324,8528,,,,
324,8529,,,,
324,8530,,,,
324,9967,,,,
324,10474,,,,
324,10477,,,,
324,10478,,,,
324,10479,,,,
324,10480,,,,
324,11917,,,,
324,11918,,,,
324,12497,,,,
324,12502,,,,
324,14423,,,,
324,14424,,,,
324,14425,,,,
324,14426,,,,
324,14430,,,,
324,19504,,,,
324,19773,,,,
324,20359,,,,
324,21795,,,,
492,552,,,,
492,2518,,,,
492,2519,,,,
492,2520,,,,
492,2523,,,,
492,2524,,,,
492,3097,,,,
492,4422,,,,
492,4815,,,,
492,6459,,,,
492,8518,,,,
492,8522,,,,
492,9967,,,,
492,10477,,,,
492,10480,,,,
492,10481,,,,
492,10500,,,,
492,11919,,,,
492,12494,,,,
492,12495,,,,
492,12496,,,,
492,12500,,,,
492,12505,,,,
492,12506,,,,
492,12995,,,,
492,14423,,,,
492,14425,,,,
492,14426,,,,
492,14428,,,,
492,19504,,,,
492,20360,,,,
592,547,,,,
592,551,,,,
592,553,,,,
592,555,,,,
592,557,,,,
592,2515,,,,
592,2518,,,,
592,3906,,,,
592,4424,,,,
592,4425,,,,
592,4428,,,,
592,5486,,,,
592,6457,,,,
592,6460,,,,
592,6461,,,,
592,8517,,,,
592,8520,,,,
592,8521,,,,
592,8522,,,,
592,8525,,,,
592,8526,,,,
592,8528,,,,
592,8529,,,,
592,8530,,,,
592,9967,,,,
592,10474,,,,
592,10477,,,,
592,10478,,,,
592,10479,,,,
592,10480,,,,
592,11917,,,,
592,11918,,,,
592,12497,,,,
592,12502,,,,
592,14423,,,,
592,14424,,,,
592,14425,,,,
592,14426,,,,
592,14427,,,,
592,14429,,,,
592,14430,,,,
592,18946,,,,
592,19504,,,,
592,20359,,,,
592,21543,,,,
592,21795,,,,
599,551,,,,
599,553,,,,
599,555,,,,
599,556,,,,
599,2518,,,,
599,3906,,,,
599,4424,,,,
599,4425,,,,
599,4428,,,,
599,5486,,,,
599,6460,,,,
599,6461,,,,
599,8520,,,,
599,8521,,,,
599,8522,,,,
599,8526,,,,
599,8528,,,,
599,8529,,,,
599,8530,,,,
599,9967,,,,
599,10474,,,,
599,10477,,,,
599,10478,,,,
599,10479,,,,
599,10480,,,,
599,11918,,,,
599,12497,,,,
599,12502,,,,
599,13886,,,,
599,14423,,,,
599,14424,,,,
599,14425,,,,
599,14426,,,,
599,14430,,,,
599,18946,,,,
599,19504,,,,
599,20359,,,,
599,21795,,,,
722,551,,,,
722,553,,,,
722,555,,,,
722,557,,,,
722,2518,,,,
722,3906,,,,
722,4424,,,,
722,4425,,,,
722,4427,,,,
722,4428,,,,
722,5486,,,,
722,6460,,,,
722,6461,,,,
722,8520,,,,
722,8521,,,,
722,8522,,,,
722,8528,,,,
722,8529,,,,
722,8530,,,,
722,9967,,,,
722,10474,,,,
722,10477,,,,
722,10478,,,,
722,10479,,,,
722,10480,,,,
722,11917,,,,
722,11918,,,,
722,12497,,,,
722,12501,,,,
722,12502,,,,
722,12505,,,,
722,12995,,,,
722,14424,,,,
722,14425,,,,
722,14426,,,,
722,14429,,,,
722,14430,,,,
722,19504,,,,
722,20359,,,,
722,20360,,,,
722,21795,,,,
1073,551,,,,
1073,553,,,,
1073,554,,,,
1073,555,,,,
1073,557,,,,
1073,2518,,,,
1073,3906,,,,
1073,4424,,,,
1073,4425,,,,
1073,4427,,,,
1073,4428,,,,
1073,5486,,,,
1073,6460,,,,
1073,6461,,,,
1073,8520,,,,
1073,8521,,,,
1073,8522,,,,
1073,8528,,,,
1073,8529,,,,
1073,8530,,,,
1073,9967,,,,
1073,10474,,,,
1073,10477,,,,
1073,10478,,,,
1073,10479,,,,
1073,10480,,,,
1073,11917,,,,
1073,11918,,,,
1073,12497,,,,
1073,12498,,,,
1073,12502,,,,
1073,12505,,,,
1073,14423,,,,
1073,14424,,,,
1073,14425,,,,
1073,14426,,,,
1073,14427,,,,
1073,14428,,,,
1073,14429,,,,
1073,14430,,,,
1073,19504,,,,
1073,20359,,,,
1073,20360,,,,
1073,20945,,,,
1073,21795,,,,
1111,551,,,,
1111,553,,,,
1111,554,,,,
1111,555,,,,
1111,557,,,,
1111,2518,,,,
1111,2524,,,,
1111,3906,,,,
1111,4424,,,,
1111,4425,,,,
1111,4427,,,,
1111,4428,,,,
1111,5486,,,,
1111,6460,,,,
1111,6461,,,,
1111,8520,,,,
1111,8521,,,,
1111,8522,,,,
1111,8524,,,,
1111,8528,,,,
1111,8529,,,,
1111,8530,,,,
1111,9967,,,,
1111,10474,,,,
1111,10475,,,,
1111,10477,,,,
1111,10478,,,,
1111,10479,,,,
1111,10480,,,,
1111,11917,,,,
1111,11918,,,,
1111,11919,,,,
1111,12497,,,,
1111,12498,,,,
1111,12502,,,,
1111,12505,,,,
1111,13886,,,,
1111,14423,,,,
1111,14424,,,,
1111,14425,,,,
1111,14426,,,,
1111,14427,,,,
1111,14429,,,,
1111,14430,,,,
1111,19504,,,,
1111,20359,,,,
1111,20360,,,,
1111,21795,,,,
1907,551,,,,
1907,554,,,,
1907,555,,,,
1907,557,,,,
1907,2518,,,,
1907,3906,,,,
1907,4424,,,,
1907,4427,,,,
1907,4428,,,,
1907,5486,,,,
1907,6457,,,,
1907,6460,,,,
1907,6461,,,,
1907,8521,,,,
1907,8522,,,,
1907,8528,,,,
1907,8529,,,,
1907,8530,,,,
1907,9967,,,,
1907,10474,,,,
1907,10477,,,,
1907,10478,,,,
1907,10480,,,,
1907,10481,,,,
1907,11917,,,,
1907,12497,,,,
1907,12498,,,,
1907,12502,,,,
1907,12505,,,,
1907,14424,,,,
1907,14426,,,,
1907,14427,,,,
1907,14429,,,,
1907,14430,,,,
1907,19238,,,,
1907,19773,,,,
1907,20359,,,,
1907,20360,,,,
1907,21795,,,,
2037,551,,,,
2037,553,,,,
2037,555,,,,
2037,2518,,,,
2037,3906,,,,
2037,4424,,,,
2037,4425,,,,
2037,4428,,,,
2037,5486,,,,
2037,6460,,,,
2037,6461,,,,
2037,8520,,,,
2037,8521,,,,
2037,8522,,,,
2037,8528,,,,
2037,8529,,,,
2037,8530,,,,
2037,9967,,,,
2037,10474,,,,
2037,10477,,,,
2037,10478,,,,
2037,10479,,,,
2037,10480,,,,
2037,11917,,,,
2037,11918,,,,
2037,12497,,,,
2037,12502,,,,
2037,13886,,,,
2037,14423,,,,
2037,14424,,,,
2037,14425,,,,
2037,14426,,,,
2037,14430,,,,
2037,18946,,,,
2037,19504,,,,
2037,20359,,,,
2037,21795,,,,
2047,551,,,,
2047,553,,,,
2047,555,,,,
2047,557,,,,
2047,2515,,,,
2047,2518,,,,
2047,3906,,,,
2047,4424,,,,
2047,4425,,,,
2047,4427,,,,
2047,4428,,,,
2047,5486,,,,
2047,6458,,,,
2047,6460,,,,
2047,6461,,,,
2047,8520,,,,
2047,8521,,,,
2047,8522,,,,
2047,8524,,,,
2047,8525,,,,
2047,8526,,,,
2047,8528,,,,
2047,8529,,,,
2047,8530,,,,
2047,9967,,,,
2047,10474,,,,
2047,10476,,,,
2047,10477,,,,
2047,10478,,,,
2047,10479,,,,
2047,10480,,,,
2047,10500,,,,
2047,11917,,,,
2047,11918,,,,
2047,12497,,,,
2047,12498,,,,
2047,12499,,,,
2047,12502,,,,
2047,12505,,,,
2047,13885,,,,
2047,13886,,,,
2047,14423,,,,
2047,14424,,,,
2047,14425,,,,
2047,14426,,,,
2047,14427,,,,
2047,14429,,,,
2047,14430,,,,
2047,14431,,,,
2047,18946,,,,
2047,19504,,,,
2047,19773,,,,
2047,20359,,,,
2047,20360,,,,
2047,21543,,,,
2047,21795,,,,
2047,21796,,,,
2515,547,,,,
2515,548,,,,
2515,550,,,,
2515,551,,,,
2515,552,,,,
2515,556,,,,
2515,2515,,,,
2515,2519,,,,
2515,2520,,,,
2515,2521,,,,
2515,2522,,,,
2515,2523,,,,
2515,2524,,,,
2515,3097,,,,
2515,4421,,,,
2515,4422,,,,
2515,4427,,,,
2515,4428,,,,
2515,4815,,,,
2515,5486,,,,
2515,6458,,,,
2515,6459,,,,
2515,6460,,,,
2515,6461,,,,
2515,8516,,,,
2515,8517,,,,
2515,8518,,,,
2515,8521,,,,
2515,8522,,,,
2515,8523,,,,
2515,8524,,,,
2515,8525,,,,
2515,8526,,,,
2515,8529,,,,
2515,8530,,,,
2515,10476,,,,
2515,10478,,,,
2515,10480,,,,
2515,10481,,,,
2515,10482,,,,
2515,11919,,,,
2515,12494,,,,
2515,12495,,,,
2515,12496,,,,
2515,12500,,,,
2515,12501,,,,
2515,12502,,,,
2515,12506,,,,
2515,12995,,,,
2515,13885,,,,
2515,13886,,,,
2515,14418,,,,
2515,14421,,,,
2515,14424,,,,
2515,14426,,,,
2515,14427,,,,
2515,14428,,,,
2515,14430,,,,
2515,14431,,,,
2515,18945,,,,
2515,18946,,,,
2515,20359,,,,
2515,21795,,,,
2515,21796,,,,
2537,547,,,,
2537,551,,,,
2537,552,,,,
2537,554,,,,
2537,555,,,,
2537,556,,,,
2537,557,,,,
2537,2515,,,,
2537,2519,,,,
2537,2520,,,,
2537,2521,,,,
2537,2522,,,,
2537,2523,,,,
2537,2524,,,,
2537,3097,,,,
2537,3906,,,,
2537,4421,,,,
2537,4422,,,,
2537,4424,,,,
2537,4815,,,,
2537,6457,,,,
2537,6459,,,,
2537,6460,,,,
2537,6461,,,,
2537,8516,,,,
2537,8517,,,,
2537,8518,,,,
2537,8519,,,,
2537,8521,,,,
2537,8522,,,,
2537,8524,,,,
2537,8525,,,,
2537,8529,,,,
2537,8530,,,,
2537,9967,,,,
2537,10477,,,,
2537,10480,,,,
2537,10481,,,,
2537,10482,,,,
2537,10500,,,,
2537,11919,,,,
2537,12494,,,,
2537,12495,,,,
2537,12496,,,,
2537,12498,,,,
2537,12499,,,,
2537,12500,,,,
2537,12502,,,,
2537,12505,,,,
2537,12506,,,,
2537,12995,,,,
2537,13885,,,,
2537,13886,,,,
2537,14418,,,,
2537,14421,,,,
2537,14424,,,,
2537,14426,,,,
2537,14428,,,,
2537,14429,,,,
2537,14430,,,,
2537,14431,,,,
2537,18945,,,,
2537,18946,,,,
2537,19773,,,,
2537,21543,,,,
821,8591,,,,
821,15515,,,,
682,1817,,,,
682,1818,,,,
682,1821,,,,
682,2249,,,,
682,5760,,,,
682,5761,,,,
682,5762,,,,
682,7789,,,,
682,7794,,,,
682,7795,,,,
682,11793,,,,
682,12151,,,,
682,12153,,,,
682,13740,,,,
682,15739,,,,
682,15744,,,,
1408,270,,,,
1408,1818,,,,
1408,1825,,,,
1408,1827,,,,
1408,1828,,,,
1408,2247,,,,
1408,3773,,,,
1408,5762,,,,
1408,5763,,,,
1408,5764,,,,
1408,7582,,,,
1408,9835,,,,
1408,11792,,,,
1408,11794,,,,
1408,11795,,,,
1408,12144,,,,
1408,12150,,,,
1408,12153,,,,
1408,13743,,,,
1408,13744,,,,
1408,15739,,,,
1408,15743,,,,
1408,15744,,,,
1408,19416,,,,
1408,19676,,,,
1408,21407,,,,
1408,21755,,,,
2003,1821,,,,
2003,5762,,,,
2003,15744,,,,
1459,4116,,,,
1459,20300,,,,
1459,20870,,,,
1808,4115,,,,
1808,4116,,,,
1808,10044,,,,
1808,12118,,,,
1808,20300,,,,
1808,20526,,,,
108,2988,,,,
108,8442,,,,
108,8600,,,,
108,8942,,,,
108,9691,,,,
108,10897,,,,
108,14857,,,,
108,19586,,,,
108,21709,,,,
149,4655,,,,
149,8442,,,,
149,8942,,,,
149,10897,,,,
149,14857,,,,
149,19030,,,,
149,21823,,,,
160,2988,,,,
160,8442,,,,
160,8942,,,,
160,14852,,,,
160,14853,,,,
160,14857,,,,
217,2988,,,,
217,8442,,,,
217,8714,,,,
217,8942,,,,
217,10897,,,,
217,11860,,,,
217,14854,,,,
481,986,,,,
481,2988,,,,
481,4348,,,,
481,4655,,,,
481,4899,,,,
481,6382,,,,
481,8442,,,,
481,8942,,,,
481,10897,,,,
481,14857,,,,
1509,4348,,,,
1509,8442,,,,
1509,8714,,,,
